,category_code,crunchbase_url,description,homepage_url,image,name,namespace,offices,overview,permalink
5,other,http://www.crunchbase.com/company/hiptype,eBook Analytics & Targeted Advertising,http://www.hiptype.com/,"{u'available_sizes': [[[150, 61], u'assets/images/resized/0020/3783/203783v2-max-150x150.jpg'], [[250, 102], u'assets/images/resized/0020/3783/203783v2-max-250x250.jpg'], [[450, 184], u'assets/images/resized/0020/3783/203783v2-max-450x450.jpg']], u'attribution': None}",Hiptype,company,[],"Hiptype brings analytics and targeted advertising capabilities to the most popular eBook platforms, where these powerful features have never before been possible.

Hiptype's patent-pending plugin for books captures demographic and book performance data that can be used to power in-book targeted advertising and automated book marketing campaign optimizations.

Hiptype's founding team has previously designed and engineered products at Google, Turntable.fm, and mobile advertising platform Chartboost.",hiptype
6,web,http://www.crunchbase.com/company/healthy-platforms,Chronic disease management platform,http://healthyplatforms.com/,"{u'available_sizes': [[[150, 62], u'assets/images/resized/0020/4077/204077v2-max-150x150.jpg'], [[250, 103], u'assets/images/resized/0020/4077/204077v2-max-250x250.jpg'], [[450, 186], u'assets/images/resized/0020/4077/204077v2-max-450x450.jpg']], u'attribution': None}",Healthy Platforms,company,"[{u'city': u'Philadelphia', u'description': u'SeedPhilly', u'address1': u'1650 Arch Street', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'PA', u'zip_code': u'19103'}, {u'city': u'Indiana', u'description': u'HealthyPlatforms R&D', u'address1': u'655 Church Street', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'PA', u'zip_code': u'15701'}]","Healthy Platforms is a mobile, chronic disease management platform for patients, loved ones, and providers of care to help them manage their treatment and improve their quality of life through connecting to their caregivers, both professional and personal. We create disease-specific destinations for these patients, while over time collecting real-time, actionable data that can be mapped and used to predict potential Quality of Life outcomes and distress. When a patient records a side effect, he or she will have the immediate confidence that a timely response will occur, according to the severity of that side effect. With patients generating recordings over time, the reporting capability and data aggregation will be of immense clinical value for these patients and the professionals caring for them. Predictive Analysis will create the ability to proactively manage the highest risk patients, which will lower costs and improve their quality of care.",healthy-platforms
7,software,http://www.crunchbase.com/company/ikanow,Open Source Big Data,http://www.ikanow.com,"{u'available_sizes': [[[150, 58], u'assets/images/resized/0028/6313/286313v2-max-150x150.png'], [[205, 80], u'assets/images/resized/0028/6313/286313v2-max-250x250.png'], [[205, 80], u'assets/images/resized/0028/6313/286313v2-max-450x450.png']], u'attribution': None}",IKANOW,company,"[{u'city': u'National Harbor', u'description': u'HQ', u'address1': u'137 National Harbor Plaza', u'address2': u'Suite #300', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MD', u'zip_code': u'20745'}]","Ikanow focuses on developing products to enable uninhibited fusion and analysis of Big Data.  We help industry leaders in finance, insurance, law enforcement and government discover insights in their data by combining social media and web content with traditional data repositories in a cost-effective and scalable way. ",ikanow
8,other,http://www.crunchbase.com/company/moviegalaxies,The Social Graph in Movies,http://moviegalaxies.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0020/6022/206022v4-max-150x150.png'], [[250, 250], u'assets/images/resized/0020/6022/206022v4-max-250x250.png'], [[450, 450], u'assets/images/resized/0020/6022/206022v4-max-450x450.png']], u'attribution': None}",Moviegalaxies,company,[],"Moviegalaxies is a place to discover the social interaction graph in movies. By building a technology to visualize movies through smart algorithms and data processing, we create a new way to experience motion pictures. ",moviegalaxies
9,software,http://www.crunchbase.com/company/kloudstat,Analyze big data with R in the Cloud,http://www.kloudstat.com,"{u'available_sizes': [[[150, 125], u'assets/images/resized/0020/7124/207124v2-max-150x150.jpg'], [[250, 208], u'assets/images/resized/0020/7124/207124v2-max-250x250.jpg'], [[450, 375], u'assets/images/resized/0020/7124/207124v2-max-450x450.jpg']], u'attribution': None}",KloudStat,company,[],"Analyze big data with R in the cloud (or iPad) #rstats #hadoop

Today, big data is the crucial in many applications areas from academic to businesses. Dealing with big data is not an easy issue. It is not only about the statistical software, we have the open source R, and the powerful hardware, we can easily have 1000 of instances with cloud providers; it is all about the ease-of-use, the cost and the experience. 

Commercial cloud providers, such as Amazon Web Services (AWS) promote its simple and fast access to general computing and hosting. But this is not true for most of the academicians and enterprises. You need at least an expert to spend some hours to setup the R statistical environment before your analysis. And it is just an instance. If you have computation intensive analysis, you will need a cluster of sereval instances with different layers of big data stacks. All the installation and configuration are becoming more and more complex. We’re just data analysts. We just want to focus on data analysis. Why is it so hard? And end out nothing after some days of hardwork and resources wasted?

KloudStat, a cloud integrated development environment for open source R, provides the academicians and enterprises the platform to perform and focus on big data analytic processes that are critical in decision making without dealing with the backend production environment, such that KloudStat as a fast, scalable, distributed system can start with on a single server within a minute and expand to a cluster of instances optimized for each tier, i.e. R clusters, Hadoop clusters, databases and application servers of the system automatically. 

Besides giving the freedom of data intelligence to everyone at anywhere, anytime across multiple platforms, KloudStat’s collaboration feature allows a small group of collaborators can interact and do statistical analyses real-time with the virtual console, finally the source editing while all will be completely synchronize with local R software. 

KloudStat’s most interesting feature would be the modules or more advanced, big data applications development, which allows developers to implement the statistics engine in R with KloudStat APIs, while envolved in a top layer defined like a user interface. The main layer coordinates the lower layers where different engines based on several architectures are implemented. Each modules or applications created that contains many features are for specific task or purpose. These modules or apps allows faster data analysis and for everyone even don’t have programming knowledge. 

KloudStat was built based on Rstudio server with pre-configured big data stacks, such as Hadoop. You can start analyzing your data as soon as you login to your console dashboard, no cluster configuration needed as all is automated and optimized. So far, the user had to start his R session with special MPI command. MPI binding is automatically created in the background and you can start your computer cluster using the packages snow, Rmpi or foreach without any additional steps.

Contact Info:

KloudStat
CloudStat.me Sdn Bhd (958777-A)
MSC Technology Commercialization Center,
Multimedia University (MMU)
Cyberjaya 63000, Selangor, Malaysia

    Website: http://kloudstat.com
    Tutorial Video: https://vimeo.com/kloudstat
    Email: hi@kloudstat.com
    Customer Support: http://support.kloudstat.com/ 
    Blog: http://blog.kloudstat.com 
    Sales Page: http://signup.kloudstat.com 
    LinkedIn: http://www.linkedin.com/company/kloudstat
    Code: http://code.kloudstat.com 
    Facebook: http://fb.com/kloudstat 
    Twitter: @kloudstat
    Pinterest: http://pinterest.com/kloudstat
    Weibo: http://weibo.com/kloudstat
    Slideshare: http://slideshare.com/kloudstat
    Crunchbase: http://crunchbase.com/kloudstat
",kloudstat
0,web,http://www.crunchbase.com/company/blockavenue,Neighborhood Social Radar,http://BlockAvenue.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0020/5542/205542v1-max-150x150.png'], [[250, 250], u'assets/images/resized/0020/5542/205542v1-max-250x250.png'], [[250, 250], u'assets/images/resized/0020/5542/205542v1-max-450x450.png']], u'attribution': None}",BlockAvenue,company,"[{u'city': u'Boston', u'description': u'PayPal Start Tank', u'address1': u'1 International Place', u'address2': u'6th Floor', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u'02110'}]","BlockAvenue is a platform that connects you to all of the social activity trending in your neighborhood while providing you an easy way to connect with neighbors and local businesses.  BlockAvenue is the app for your neighborhood.

Most of your neighborhood is already online.  Some of it is on Yelp and Foursquare while other components are on Twitter, Facebook, Eventbrite and Groupon. BlockAvenue aggregates all of these sources, plus dozens more, and packages them up into a single mobile feed to help you stay connected to everything that is happening in your neighborhood.

Our app is very simple.  On BlockAvenue, you follow the neighborhoods that you care about most.  Be it a small three block area around your Soho apartment or one-mile radius around your favorite vacation spot, all you have to do is draw the location on our map and we do the rest. 

We are a seed funded startup based out of the PayPal Start Tank in downtown Boston.",blockavenue
1,enterprise,http://www.crunchbase.com/company/garantia-data,A fully-automated cloud service,http://garantiadata.com/,"{u'available_sizes': [[[150, 36], u'assets/images/resized/0020/5209/205209v1-max-150x150.jpg'], [[250, 61], u'assets/images/resized/0020/5209/205209v1-max-250x250.jpg'], [[334, 82], u'assets/images/resized/0020/5209/205209v1-max-450x450.jpg']], u'attribution': None}",Garantia Data,company,"[{u'city': u'Santa Clara', u'description': u'', u'address1': u'5201 Great America Parkway', u'address2': u'Suite 320', u'longitude': -121.976759, u'country_code': u'USA', u'latitude': 37.406011, u'state_code': u'CA', u'zip_code': u'95054'}, {u'city': u'Tel- Aviv', u'description': u'Research and Development', u'address1': u'6 Hanechoshet St.', u'address2': u'', u'longitude': 34.8390566, u'country_code': u'ISR', u'latitude': 32.1091528, u'state_code': None, u'zip_code': u'69710'}]","Garantia Data, provider of the enterprise-class Redis Cloud service, leads the commercial Redis market. The company’s Redis Cloud and Memcached Cloud are fully automated cloud services that deliver top performance in a highly-available, infinitely scalable, predictable and stable manner. These services completely free developers from dealing with nodes, clusters, scaling, data-persistence and failure recovery, while providing true auto-scalability and instant failover.
Redis, an in-memory, open-source NoSQL database, is taking the developer community by storm, while Memcached, an in-memory, open-source caching system, has powered demanding infrastructures for years. However, both suffer from severe limitations in the areas of high-availability, scalability and performance stability, making the open-source products insufficient for users requiring robust and stable data store solutions, such as enterprises.   

Garantia Data overcomes these limitations by adding its breakthrough dynamic-clustering technological layer to open source Redis and Memcached. The technology virtualizes multiple cloud servers into a self-aware memory fabric that enables infinite seamless scalability, true high-availability (including in-memory replications and auto-failover mechanisms), top stable performance and zero management.   

In February 2013 the company announced general availability of its services. It currently hosts thousands of active customers’ databases and experiences rapid growth. The company has been highly praised by analysts, media and its customers. Garantia Data also frequently appears in lists of outstanding companies and technologies, including Gartner: ""Cool Vendor"" 2013 In-Memory Computing,  CRN: “Big Data 100” and Network World: “10 of the most useful cloud databases"" .

",garantia-data
2,analytics,http://www.crunchbase.com/company/parstream,Realtime Database for Big Data Analytics,http://www.parstream.com,"{u'available_sizes': [[[150, 34], u'assets/images/resized/0020/5442/205442v2-max-150x150.png'], [[250, 56], u'assets/images/resized/0020/5442/205442v2-max-250x250.png'], [[450, 102], u'assets/images/resized/0020/5442/205442v2-max-450x450.png']], u'attribution': None}",ParStream,company,"[{u'city': u'Cologne', u'description': u'Headquarters', u'address1': u'Grosse Sandkaul 2', u'address2': u'', u'longitude': None, u'country_code': u'DEU', u'latitude': None, u'state_code': None, u'zip_code': u'50667'}, {u'city': u'Cupertino', u'description': u'US Office', u'address1': u'20400 Stevens Creek Blvd.', u'address2': u'Suite 230', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'95014'}, {u'city': u'Paris', u'description': u'France Office', u'address1': u'La Grande Arche - Paroi Nord', u'address2': u'La Défense', u'longitude': None, u'country_code': u'FRA', u'latitude': None, u'state_code': None, u'zip_code': u'92044'}]","ParStream provides a real-time big data analytics platform that filters and analyzes billions of records in sub-second time while continuously importing new data. The ParStream software is a column-oriented database with a unique indexing technology and a highly parallel architecture. The platform gains insights in real time with low latency and high throughput. Supporting JDBC and ODBC as common interface technologies ParStream is easy to integrate in the IT-infrastructure. ParStream focuses on key business scenarios in areas of search and selection, business analytics, and automatic response systems.

ParStream is a software-only solution running on standard CPU-infrastructure. ParStream is available as single server, cluster and cloud edition supporting most Linux distributions. 

ParStream’s vision is to revolutionize the database market to enable real-time big data analytics. To achieve this goal ParStream is performing fundamental research and driving innovation in database technology. ParStream has been the first implementation of a database software on GPU systems awarded 2010 from Nvidia with the “One to watch” award at the GTC. In 2012 Gartner named ParStream as a Cool Vendor.

Michael Hummel and Jörg Bienert founded ParStream in 2008 after they identified a lack of database technology enabling real-time big data applications for their customers. With offices in Palo Alto, Cologne, and Paris, the company delivers big data analytics products to a growing global customer base.",parstream
3,enterprise,http://www.crunchbase.com/company/sybaris-analytics,Custom big data solutions,http://www.sybaris.ca,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0020/5609/205609v2-max-150x150.png'], [[250, 250], u'assets/images/resized/0020/5609/205609v2-max-250x250.png'], [[450, 450], u'assets/images/resized/0020/5609/205609v2-max-450x450.png']], u'attribution': None}",Sybaris Analytics,company,"[{u'city': u'Toronto', u'description': u'Toronto Office', u'address1': u'577 Kingston Road, Suite 209', u'address2': u'', u'longitude': None, u'country_code': u'CAN', u'latitude': None, u'state_code': None, u'zip_code': u'M4E 1R3'}]","Strong focus on big data, development of several proprietary technologies surrounding social media monitoring, location based advertising and data analysis.

Our clients usually come to us with a very specific vision or platform requirement. We surprise our clients with our ability to quickly understand – and add to – their vision and to envision and code a custom solution that is as remarkable as it is functional. Whether a unique new mobile app or enabling a blog post from the top of Kilimanjaro, our leading-edge technology expertise, personal commitment and problem solving experience makes a genuine difference in our ability to create solutions aligned with your vision. ",sybaris-analytics
4,software,http://www.crunchbase.com/company/spent,Personalized recommendations,http://www.relify.com/,"{u'available_sizes': [[[150, 85], u'assets/images/resized/0025/9318/259318v2-max-150x150.png'], [[250, 142], u'assets/images/resized/0025/9318/259318v2-max-250x250.png'], [[450, 257], u'assets/images/resized/0025/9318/259318v2-max-450x450.png']], u'attribution': None}",Relify,company,"[{u'city': u'South Carolina,', u'description': u'', u'address1': u'Greenville (County),', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': None, u'zip_code': u''}]","Relify is a recommendations as a service that allows developers to integrate recommendations in minutes.  The API uses connected data to send targeted, relevant recommendations based on purchase history, shopping habits and online behavior and works with any web, mobile or enterprise company. 
",spent
6,health,http://www.crunchbase.com/company/betterfit-technologies,,http://betterfit.com,"{u'available_sizes': [[[150, 35], u'assets/images/resized/0020/6606/206606v3-max-150x150.png'], [[214, 50], u'assets/images/resized/0020/6606/206606v3-max-250x250.png'], [[214, 50], u'assets/images/resized/0020/6606/206606v3-max-450x450.png']], u'attribution': None}",BetterFit Technologies,company,"[{u'city': u'Cambridge', u'description': u'', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u''}]","BetterFit Technologies is now defunct.

BetterFit Technologies uses predictive analytics and natural language processing to engage with people about their health in a manner unlike anyone else.",betterfit-technologies
7,analytics,http://www.crunchbase.com/company/grandata,Big Data Analytics,http://grandata.com,"{u'available_sizes': [[[150, 61], u'assets/images/resized/0022/3804/223804v2-max-150x150.png'], [[250, 103], u'assets/images/resized/0022/3804/223804v2-max-250x250.png'], [[450, 185], u'assets/images/resized/0022/3804/223804v2-max-450x450.png']], u'attribution': None}",GranData,company,"[{u'city': u'Vicente López', u'description': u'Buenos Aires Office', u'address1': u'Bartolomé Cruz 1818', u'address2': u'2-B', u'longitude': None, u'country_code': u'ARG', u'latitude': None, u'state_code': None, u'zip_code': u''}, {u'city': u'San Francisco', u'description': u'San Francisco HQ', u'address1': u'', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u''}]","GranData is a big data monetization company.

We are currently helping Mobile carriers around to generate new revenue streams. 

GranData is backed by leveraging their assets.",grandata
8,software,http://www.crunchbase.com/company/pdg-technologies,Outsourcing: Mobile & Web Development,http://pdg-technologies.com,"{u'available_sizes': [[[150, 67], u'assets/images/resized/0020/6898/206898v2-max-150x150.png'], [[250, 111], u'assets/images/resized/0020/6898/206898v2-max-250x250.png'], [[300, 134], u'assets/images/resized/0020/6898/206898v2-max-450x450.png']], u'attribution': None}",PDG Technologies,company,"[{u'city': u'Hanoi', u'description': u'', u'address1': u'No 14A, 562/59 Thuy Khue Alley, Tay Ho', u'address2': u'', u'longitude': None, u'country_code': u'VNM', u'latitude': None, u'state_code': None, u'zip_code': u''}]","PDG Technologies: 

- Startup project RetailFit:
    + Mobile Advertising & Mobile Marketing (Big Data)
    + Location Based Shopping via mobile Android, iOS, Windows Phone, Web specialize for Retail and Loyalty, Rewards. 

- Outsource/Offshore:
Windows 8 and Smartphone application development
    + iOS application/game development (iPhone, iPad) using XCode on MacOSX with Unity, Cocos2d, including Location base service app, printing app, video app, game app, business app, etc.
    + Android application/game development using Android SDK on Eclipse: Libgdx, Andengine, Cocos2d, Unity3D.
    + Windows 8 / Windows Phone application development using Visual Studio
    + HTML5/CSS3/backbonejs/requirejs/amd
    + Phonegap & Appcelerator Titanium with Sencha Touch, jQuery Mobile
    + Nodejs, mongodb, Redis with Socket.io Development
    + Play Framework with Scala, Akka",pdg-technologies
9,consulting,http://www.crunchbase.com/company/zuna-infotech,IT Consulting Firm,http://www.zunainfotech.com/,"{u'available_sizes': [[[130, 38], u'assets/images/resized/0020/6997/206997v2-max-150x150.png'], [[130, 38], u'assets/images/resized/0020/6997/206997v2-max-250x250.png'], [[130, 38], u'assets/images/resized/0020/6997/206997v2-max-450x450.png']], u'attribution': None}",Zuna Infotech,company,"[{u'city': u'Kokomo', u'description': u'Headquarters', u'address1': u'2747 South Albright Road', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'IN', u'zip_code': u'46902'}, {u'city': u'Carmel', u'description': u'Carmel Office', u'address1': u'11550 North Meridian', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'IN', u'zip_code': u'46032'}]","Every day enterprises are faced with challenges driven by global competition. Innovation has become the key to staying ahead of the game, and business decisions are driven by costs, skilled workforce and time to market. Over the past couple of decades outsourcing, more specifically off-shoring, seemed to be the only solution to achieve objectives with lower costs. However, off-shoring came with its challenges of quality, hidden costs, security related challenges and communication & governance issues. 

At the peak of recession in 2009, Zuna Infotech was founded with the aim to provide jobs to the highly skilled IT workforce in the US by opening its delivery centers in low cost areas in the Midwest. With lower costs, highly skilled workforce, strong processes, excellent location advantage and collaborative mind-set, Zuna became the pioneer in Onshore Outsourcing.

At Zuna our technology solutions are focused on achieving the business objectives of our customers. Our teams have deep-rooted enterprise experience, strong process-orientation, and experience across technology domains and industry verticals. Our competency centers are driven by the Practice approach, with knowledge management and retention, value creation and excellence at the heart of the Practice.

Zuna is committed to providing jobs to the US workforce. We are committed to training, mentoring and building viable long-term careers. We are committed to our customers, and stand true to our motto of Commitment, Quality and Value.",zuna-infotech
0,analytics,http://www.crunchbase.com/company/sqrrl,Big Data Analytic Application,http://sqrrl.com,"{u'available_sizes': [[[150, 119], u'assets/images/resized/0020/7034/207034v2-max-150x150.png'], [[250, 199], u'assets/images/resized/0020/7034/207034v2-max-250x250.png'], [[314, 250], u'assets/images/resized/0020/7034/207034v2-max-450x450.png']], u'attribution': None}",Sqrrl,company,"[{u'city': u'Cambridge', u'description': u'Headquarters', u'address1': u'275 Third Street', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u'02142'}]","sqrrl is a Big Data company that provides products for Apache Accumulo.

sqrrl is focused on Big Data challenges both in terms of scale and analytic complexity where data is constrained by legal, regulatory, or other restrictions. Our products promote data integration, secure information sharing, and data-driven solutions.

Core focus is on secure, scalable, and and adaptable Big Data platform built on Apache Accumulo.",sqrrl
2,mobile,http://www.crunchbase.com/company/stampy,Shopping rewards for all,http://www.getStampy.com,"{u'available_sizes': [[[150, 150], u'assets/images/resized/0020/7144/207144v2-max-150x150.png'], [[250, 250], u'assets/images/resized/0020/7144/207144v2-max-250x250.png'], [[450, 450], u'assets/images/resized/0020/7144/207144v2-max-450x450.png']], u'attribution': None}",Stampy,company,"[{u'city': u'Hong Kong', u'description': u'Headquarter', u'address1': u'Unit 1301, Valley centre,', u'address2': u'80-82 Morrison Hill Road, Wanchai', u'longitude': None, u'country_code': u'HKG', u'latitude': None, u'state_code': None, u'zip_code': u''}]","Stampy is a mobile application which helps consumers centralize their loyalty cards and shopping rewards to their smartphone.

Stampy's merchant platform also allows retailers to easily manage their loyalty program, promotions and view in-depth analysis of their campaign performance. ",stampy
3,enterprise,http://www.crunchbase.com/company/microgen-plc,Enterprise Software Provider,http://www.microgen.com,"{u'available_sizes': [[[150, 29], u'assets/images/resized/0020/7316/207316v2-max-150x150.jpg'], [[204, 40], u'assets/images/resized/0020/7316/207316v2-max-250x250.jpg'], [[204, 40], u'assets/images/resized/0020/7316/207316v2-max-450x450.jpg']], u'attribution': None}",Microgen Plc,company,"[{u'city': u'London', u'description': u'Headquarters', u'address1': u'Old Change House', u'address2': u'128 Queen Victoria Street', u'longitude': None, u'country_code': u'GBR', u'latitude': None, u'state_code': None, u'zip_code': u'EC4V 4BJ'}, {u'city': u'Boston', u'description': u'US Headquarters', u'address1': u'Independence Wharf', u'address2': u'470 Atlantic Avenue  (4th Floor)', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u'02210'}]","Microgen provides enterprise software platforms and applications that its customers use to automate business processes and build new services.

The company’s flagship software platform, Microgen Aptitude, is termed an Enterprise Application Platform that is used by enterprises to quickly design and develop software applications. 

The Microgen Aptitude platform provides a comprehensive range of components including a business rules engine, BPMS, data and application integration, in-database processing and web workflow development. 

The Microgen Aptitude platform is unique in several ways. First, Microgen Aptitude’s all graphical approach to development enables cross-functional teams, including Business and IT users, to collaboratively develop business applications. 

Second, by providing a comprehensive set of components within a single development environment, Microgen Aptitude reduces the need for development cycles used to bolt together disparate technologies. 

Finally, Microgen Aptitude is capable of processing hundreds of millions of transactions per hour, without the need for the usual complex code optimisation cycles. Microgen Aptitude leverages in-memory processing. The platform’s common execution environment equals the performance of modern hard-coded applications but scales without the usual extensive code reconfiguration required to meet increased performance demands. 

Microgen is also recognised for its expertise in the areas of finance integration with the Microgen Accounting Hub product.

Examples of applications built using Microgen technology platforms include custom finance systems for large banks, royalty management systems for digital media companies, new digital services for education and utilities clients, and operations platforms for trust and fund administrators. 

Founded in 1974 and listed on the London Stock Exchange (MCGN) from 1983 Microgen is headquartered in London with offices worldwide.",microgen-plc
4,software,http://www.crunchbase.com/company/quant5-inc,Predictive Customer Analytics,http://quant5.com,"{u'available_sizes': [[[150, 84], u'assets/images/resized/0020/7520/207520v2-max-150x150.jpg'], [[250, 140], u'assets/images/resized/0020/7520/207520v2-max-250x250.jpg'], [[450, 253], u'assets/images/resized/0020/7520/207520v2-max-450x450.jpg']], u'attribution': None}","Quant5, Inc.",company,"[{u'city': u'Cambridge', u'description': u'Quant5, Inc.', u'address1': u'Cambridge Innovation Center (CIC)', u'address2': u'One Broadway, 14th Floor', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'MA', u'zip_code': u'02142'}]","A SaaS-based predictive marketing company for businesses that want to dramatically increase their marketing and sales ROI.
",quant5-inc
5,software,http://www.crunchbase.com/company/lakeside-software,IT Business Intelligence,http://www.lakesidesoftware.com,"{u'available_sizes': [[[150, 31], u'assets/images/resized/0020/7998/207998v2-max-150x150.png'], [[200, 42], u'assets/images/resized/0020/7998/207998v2-max-250x250.png'], [[200, 42], u'assets/images/resized/0020/7998/207998v2-max-450x450.png']], u'attribution': None}",Lakeside Software,company,"[{u'city': u'Bloomfield Hills', u'description': u'Corporate Headquarters', u'address1': u'40950 Woodward Ave.', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'48304'}]","Lakeside Software provides big data IT analytics. Lakeside's SysTrack products provide the ability to store, manage, manipulate, analyze, aggregate, combine, integrate and visualize massive structured and unstructured IT infrastructure data.",lakeside-software
6,analytics,http://www.crunchbase.com/company/aerospike,,http://www.aerospike.com,"{u'available_sizes': [[[150, 32], u'assets/images/resized/0020/8478/208478v3-max-150x150.png'], [[250, 53], u'assets/images/resized/0020/8478/208478v3-max-250x250.png'], [[302, 65], u'assets/images/resized/0020/8478/208478v3-max-450x450.png']], u'attribution': None}",Aerospike,company,"[{u'city': u'Mountain View', u'description': u'', u'address1': u'2525 E Charleston Road', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'94043'}]","Aerospike delivers the first flash-optimized in-memory database and the most reliable NoSQL database for revenue-critical, real-time big data applications. The database of choice in advertising, Aerospike is the user store and system of engagement for Internet-scale, interaction platforms, such as AppNexus, Bluekai, eXelate, The Trade Desk and [x +1], predictably processing terabytes of data and billions of transactions per day, with 10x better performance, 10x fewer servers, and zero downtime. Developers in mobile, video, gaming, social, ecommerce, retail and more can create the most compelling interactions extending Aerospike to fit their applications. Aerospike is headquartered in Silicon Valley; investors include Alsop Louie, Draper Associates and NEA. ",aerospike
8,software,http://www.crunchbase.com/company/aragorn-technologies,Open Data Analysis Platform,http://www.aragorn.org,"{u'available_sizes': [[[150, 29], u'assets/images/resized/0020/8559/208559v5-max-150x150.png'], [[250, 48], u'assets/images/resized/0020/8559/208559v5-max-250x250.png'], [[450, 87], u'assets/images/resized/0020/8559/208559v5-max-450x450.png']], u'attribution': None}",Aragorn Technologies,company,"[{u'city': u'New York', u'description': u'Headquarters', u'address1': u'36 East 12th St, 2nd Fl', u'address2': u'', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'NY', u'zip_code': u'10003'}]","Aragorn’s mission is to solve the world’s most interesting data analysis problems, and bring the power of machine learning and artificial intelligence to your browser and via a lightweight API. We also partner with the leading media companies to create interactive content that engages readers and encourages them to explore data far deeper than before, which takes storytelling to the new level. In addition, we provide a marketplace for the independent data scientists to publish interactive visualizations on our partners’ pages. Aragorn was founded in 2012 by a team that includes MIT trained computer scientists with experience building next generation data analysis platforms, such as Palantir.",aragorn-technologies
9,software,http://www.crunchbase.com/company/velaia,decision-making support company,http://www.velaia.de,"{u'available_sizes': [[[99, 82], u'assets/images/resized/0020/8658/208658v2-max-150x150.png'], [[99, 82], u'assets/images/resized/0020/8658/208658v2-max-250x250.png'], [[99, 82], u'assets/images/resized/0020/8658/208658v2-max-450x450.png']], u'attribution': None}",velaia,company,"[{u'city': u'Gundelsheim', u'description': u'headquarters', u'address1': u'Hoelderlinstr. 40', u'address2': u'', u'longitude': None, u'country_code': u'DEU', u'latitude': None, u'state_code': None, u'zip_code': u'74831'}]","We're a innovative software and IT company driven by passion. We create and market products which we see a need for on the market.
We follow the principles of Extreme Leadership: Do What You Love in the Service of People Who Love What You’re Doing.
velaia GmbH can create enormous value to our customers in often surprisingly short timespans.",velaia
1,network_hosting,http://www.crunchbase.com/company/pluribus-networks,Simple Intelligent Networking,http://pluribusnetworks.com/,"{u'available_sizes': [[[150, 59], u'assets/images/resized/0021/3028/213028v2-max-150x150.jpg'], [[250, 99], u'assets/images/resized/0021/3028/213028v2-max-250x250.jpg'], [[450, 179], u'assets/images/resized/0021/3028/213028v2-max-450x450.jpg']], u'attribution': None}",Pluribus Networks,company,"[{u'city': u'Palo Alto', u'description': u'Palo Alto Office', u'address1': u'1808, Embarcadero Road', u'address2': u'Suite B', u'longitude': None, u'country_code': u'USA', u'latitude': None, u'state_code': u'CA', u'zip_code': u'94303'}]","Pluribus Networks is driving the 3rd wave of virtualization into the ethernet hardware market. The company's hardware accelerated, next-generation, virtualized switches and a distributed Netvisor offering a fully programmable network fabric provide true network virtualization for cloud and enterprise data-centers looking for on-demand scale and programmability.

The company's founders bring extensive research and industry experience in network virtualization technologies, high performance compute systems and system design, from Sun Microsystems, Oracle, Stanford University and UCLA. ",pluribus-networks
2,search,http://www.crunchbase.com/company/yossarianlives,a Metaphorical Search Engine,http://www.yossarianlives.com,"{u'available_sizes': [[[100, 100], u'assets/images/resized/0020/8890/208890v4-max-150x150.png'], [[100, 100], u'assets/images/resized/0020/8890/208890v4-max-250x250.png'], [[100, 100], u'assets/images/resized/0020/8890/208890v4-max-450x450.png']], u'attribution': None}",YossarianLives,company,[],"YossarianLives is a metaphorical search engine.  

Instead of returning closely related results like traditional search engines, YossarianLives takes your search and then works to understand the structural components and attributes of the concept. The algorithms then search the entire Internet for concepts with similar structural components, and return those results from entirely new domains. 

These metaphorical links between concepts, or lateral connections, create new value by working across boundaries, rather than within a closed domain or discipline. The tool is for anyone who is working on the edge of knowledge of their field, looking to generate new ideas or to see their problem or topic in a new light, from Designers and Artists to Inventors, Engineers, Scientists, and Businessmen.

",yossarianlives
